"symbol","strategy","total_return","cagr","annualized_volatility","sharpe","max_drawdown","positive_day_ratio"
"BTCUSDT","buy_and_hold","17.0713382247239","0.396242869789526","0.679943415540691","0.582758595396404","-0.831870535307648","0.51216429699842"
"BTCUSDT","sma20_50","14.0612636615791","0.367210919198279","0.480643418868999","0.763998641783887","-0.747082650563407","0.26824644549763"
"BTCUSDT","rsi_mean_reversion","1.22871338633462","0.0968290753801491","0.346588319662865","0.279377780169675","-0.504961288652814","0.105529225908373"
"ETHUSDT","buy_and_hold","6.6655298013245","0.264762013763366","0.876590958208816","0.302035985295089","-0.939655048198153","0.509320695102686"
"ETHUSDT","sma20_50","28.4473551925605","0.477121030307384","0.647534525572149","0.736827167456143","-0.676025853658542","0.254660347551343"
"ETHUSDT","rsi_mean_reversion","-0.697066554865422","-0.128661381788666","0.413650598833446","-0.311038790108149","-0.75612290663176","0.10173775671406"
"SOLUSDT","buy_and_hold","25.1270274367136","0.775297956822516","1.17659052856088","0.658936085241828","-0.962699272558427","0.496867469879518"
"SOLUSDT","sma20_50","26.3467628547276","0.789604016352097","0.79606127322656","0.991888492642922","-0.750940385213338","0.232771084337349"
"SOLUSDT","rsi_mean_reversion","-0.156885887886424","-0.0295723938188459","0.524878731088565","-0.05634138338491","-0.727473375176075","0.0973493975903614"
